post_uri,reply_uri,reply_author,reply_text,reply_createdAt
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:vljqt6q7iqzcjyrekfar3y5r/app.bsky.feed.post/3lbxu5uwxbc2z,did:plc:vljqt6q7iqzcjyrekfar3y5r,"Don’t forget the squad & those Muslims & and everyone else, who trump lied to for their votes. Sad",2024-11-28T00:54:52.322Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:vksr5set2hwj7yzu2n7hvnuv/app.bsky.feed.post/3lbxhrsmfls2m,did:plc:vksr5set2hwj7yzu2n7hvnuv,"They’ve deluded themselves into believing since they didn’t vote for either they’re absolved from responsibility of the outcome, so I guess that makes it ok in their minds? 🤷‍♂️",2024-11-27T21:13:22.324Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:vk5rej4fr5i3ilbzudu7khef/app.bsky.feed.post/3lbxppazn4h2d,did:plc:vk5rej4fr5i3ilbzudu7khef,What does this guy kellogg expect will happen with the Palestinians if they do not have a state? Is he advocating the 1 state solution where everyone has equal rights and voice? Is he advocating Palestinians be pushed into other countries? Continue to live in gaza and westbank as it currently is?,2024-11-27T23:35:06.709Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:veylrbt6agd7qm637rfutbob/app.bsky.feed.post/3lbxhi3xafs2t,did:plc:veylrbt6agd7qm637rfutbob,"Jared is gonna build oceanfront real estate after Netenyahu finishes the job, as trump describes it 🤔",2024-11-27T21:07:56.571Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:vec5p4cnclk7kjfc4hmbqtbu/app.bsky.feed.post/3lbxbmbncs22m,did:plc:vec5p4cnclk7kjfc4hmbqtbu,"Jill Stein, the green candidate who helped wave in a second Trump term and a second mass rolling back of environmental policies.",2024-11-27T19:22:54.305Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:vc2v443johoobi6xufve5rxq/app.bsky.feed.post/3lbxlw7pth22w,did:plc:vc2v443johoobi6xufve5rxq,"Stein voters will never accept responsibility, they will blame everyone else as usual",2024-11-27T22:27:25.253Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:vbfzdh74mxqy6x5orixq4jd2/app.bsky.feed.post/3lc652tf47s22,did:plc:vbfzdh74mxqy6x5orixq4jd2,No to Palestine. Free the hostages Hamas.,2024-11-30T12:50:12.130Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:v3ankiymeh6oovie3r7htxcx/app.bsky.feed.post/3lbz7uwcnds2n,did:plc:v3ankiymeh6oovie3r7htxcx,This is the General from Hell. His mouth runneth over.,2024-11-28T13:57:16.404Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uxb73d64fyne7qzxkypgg3mh/app.bsky.feed.post/3lbxptaw33c22,did:plc:uxb73d64fyne7qzxkypgg3mh,"My post to all the ""woe is me"" Trumpers, Jill Stein stans, and ppl that stayed home:",2024-11-27T23:37:20.801Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uwrp7jb4j3666w7x42efnhha/app.bsky.feed.post/3lbxoxorxbk2g,did:plc:uwrp7jb4j3666w7x42efnhha,"Seems, in general, the ones who voted for him will suffer worse than the ones who didn’t  (we’re all going to suffer, but they will suffer more)",2024-11-27T23:21:55.830Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uw6w4gqw5wkddmyg34s4lvmf/app.bsky.feed.post/3lc3mjkccss2j,did:plc:uw6w4gqw5wkddmyg34s4lvmf,Dear Michigan ….,2024-11-29T12:48:52.831Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uusikrokxkmdvdm4p2vauvir/app.bsky.feed.post/3lbzbuzs25c2f,did:plc:uusikrokxkmdvdm4p2vauvir,"Not just the Stein voters...
www.reuters.com/world/us/mus...",2024-11-28T14:33:07.537Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uruwahl572abh2stq62f6eir/app.bsky.feed.post/3lbxmdz26ic23,did:plc:uruwahl572abh2stq62f6eir,They never cared about Palestine.  We need to stop pretending that they do.,2024-11-27T22:35:08.014Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uqtal7xgqvoemg5wwfttctiy/app.bsky.feed.post/3lbx7jxcje22j,did:plc:uqtal7xgqvoemg5wwfttctiy,FAFO crowd where ya at?,2024-11-27T18:45:48.873Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uk5lxlr2rl2s7iumhcxui2q3/app.bsky.feed.post/3lby5yry6xk2q,did:plc:uk5lxlr2rl2s7iumhcxui2q3,"Guess you missed the memo..for over a year, Biden has been sending the bombs for this.",2024-11-28T03:50:58.854Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:ui6m7yrhsekdspuyxatcmusl/app.bsky.feed.post/3lbxd7eurgj2v,did:plc:ui6m7yrhsekdspuyxatcmusl,Hate that female orifice with a passion!,2024-11-27T19:51:28.968Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:uhg7vdb463rciwwtgihh7dlb/app.bsky.feed.post/3lbxrkesql22x,did:plc:uhg7vdb463rciwwtgihh7dlb,Well all the people that voted for Stein or sat this election out because they did not like how Biden was handling the Gaza conflict have a rude awakening coming. SMH 🤦‍♀️,2024-11-28T00:08:10.389Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:u6o2b2jjlpt7syprcakq5f3s/app.bsky.feed.post/3lbxgzbapq224,did:plc:u6o2b2jjlpt7syprcakq5f3s,"I was canvassing for Harris and a woman told me she would never vote for Dems because of our support for Israel and what they are doing to Gaza.  Fair enough.  But no matter how I described how much better it would be to have Harris over Trump dealing with this situation, she wouldn't believe me.",2024-11-27T20:59:38.805Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:txi2fdxpmxxlnvdcq556w4p5/app.bsky.feed.post/3lbxyapnooc2j,did:plc:txi2fdxpmxxlnvdcq556w4p5,"I feel great in my Stein vote. 

I voted for a progressive, not a neo-liberal puppet of the oligarchs.

I am in TN, my vote didn’t affect the outcome, and I get the bonus of sleeping well. 

Today’s Democrat party is a watered down RW clown show. It needs to wake up. 

KH is a nice lady tho.",2024-11-28T02:08:02.401Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:tvljydv6fdbg7d3ifbsatsgz/app.bsky.feed.post/3lbxrjwreos2t,did:plc:tvljydv6fdbg7d3ifbsatsgz,Always the bully tough guys who are just stupid!,2024-11-28T00:07:55.664Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:to6iqleihf6zwcrwficflpvt/app.bsky.feed.post/3lbzq5jedhk2m,did:plc:to6iqleihf6zwcrwficflpvt,Jill Stein (The Russian asset) loves being the leader of self righteous clowns. It was always her destiny,2024-11-28T18:48:24.687Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:t5nkwz3pe36xj3g6xd2gler7/app.bsky.feed.post/3lbxdlp4yzs2a,did:plc:t5nkwz3pe36xj3g6xd2gler7,"Stop blaming Stein.  Kamala isn't entitled to anyone's vote.  Its Kamala that failed to communicate how she'd be different in an election that wanted change.  As she gave up that ground, trump moved into it.  Kamala is responsible for not getting people to vote for her.",2024-11-27T19:58:22.379Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:t5ilxtocpdusnrjrqxdpclw2/app.bsky.feed.post/3lbxjdfduzk2m,did:plc:t5ilxtocpdusnrjrqxdpclw2,"I’d seen arguments online with “killer Kamala” protestors who pooh-poohed all Trump Will Be Infinitely Worse arguments, thinking it would only be yet another “Muslim ban”
::sigh::",2024-11-27T21:41:06.134Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:t2si4gwwxzwyrumyjkinnceo/app.bsky.feed.post/3lbx7uaswas2x,did:plc:t2si4gwwxzwyrumyjkinnceo,"This is blatant racism.....Palestine was one of the few places in the world that took Jews in during and after WWII. When the eastern European Zionists flooded Palestine, the dehumanization and racism went wild.",2024-11-27T18:51:34.392Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:stt7ycnd75lyqgeo3gxum5yd/app.bsky.feed.post/3lbxhiix5y22f,did:plc:stt7ycnd75lyqgeo3gxum5yd,Jill Stein voters are fine. They knew what they were getting,2024-11-27T21:08:10.201Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:str3qv2l57krzvbuiwexjtvj/app.bsky.feed.post/3lbxjb7dtf22t,did:plc:str3qv2l57krzvbuiwexjtvj,Trump just thought he would be getting free cereal every morning,2024-11-27T21:39:52.733Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:st7zojujrau4up3dfo2bqoq7/app.bsky.feed.post/3lbzunyooo42l,did:plc:st7zojujrau4up3dfo2bqoq7,I agree and support this fully!,2024-11-28T20:09:12.593Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:spfv5ty5gojro5jonzew7dbi/app.bsky.feed.post/3lbxmefikjs2d,did:plc:spfv5ty5gojro5jonzew7dbi,Dearborn Michigan Muslims Hope you are happy arseholes,2024-11-27T22:35:21.068Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:ser6ohrjgfahuq3yy2th4jvt/app.bsky.feed.post/3lbxsd4nig222,did:plc:ser6ohrjgfahuq3yy2th4jvt,Voting for Trump as pro-Palestinian is beyond stupid.,2024-11-28T00:22:00.689Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:s7cw2zxhq6ocpifjaqh3c7ci/app.bsky.feed.post/3lbzgenkuec2v,did:plc:s7cw2zxhq6ocpifjaqh3c7ci,"They weren’t paying attention, were they?",2024-11-28T15:53:26.558Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:s7cndqkxjqr4vt5gi3xbp6y4/app.bsky.feed.post/3lbxundy4b22h,did:plc:s7cndqkxjqr4vt5gi3xbp6y4,That’s just a message to The Saudis that they need to buy more “condos” & Kuschner is abt to start another “Fund”,2024-11-28T01:03:31.405Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:s3sltgi5wlbjpztxkppikxkb/app.bsky.feed.post/3lcbaqfj72s2o,did:plc:s3sltgi5wlbjpztxkppikxkb,We're feeling great about backing a candidate who actually took and anti-Israel and pro-climate stance.,2024-12-01T18:33:56.224Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:rztofjrc6xbx6bhnaa55bf45/app.bsky.feed.post/3lbyixjezns2u,did:plc:rztofjrc6xbx6bhnaa55bf45,"I mean, whachu want, they are kremlin loving dregs. There is no reasoning with kremlin loving dregs. 
They do what kremlin tells them to do.",2024-11-28T07:07:07.452Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:rqyn77slnirdplejinfn7ozv/app.bsky.feed.post/3lbxrmavlt226,did:plc:rqyn77slnirdplejinfn7ozv,Kellogg is a disgrace to the uniform. Failed to maintain his oath to the Constitution.,2024-11-28T00:09:13.396Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:rbdzaxsylcavq666525oichj/app.bsky.feed.post/3lby6gdrzpk24,did:plc:rbdzaxsylcavq666525oichj,I never understand how she's taken as a serious candidate. She pops up every four years to run for president. She does nothing in between to benefit anybody.,2024-11-28T03:58:33.743Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:r4yndnracrmiubzcwymywdc3/app.bsky.feed.post/3lbxcovwng22m,did:plc:r4yndnracrmiubzcwymywdc3,"Omfg stop blaming the Green voters for the Dem's running the worst campaign since '16. It's already been proven Kamala wouldn't have won even if every Green voters went blue. 
This kind of regressive rhetoric is why we're in this position now",2024-11-27T19:42:16.432Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:r4u67kwbqfqwdmd4oix7xe25/app.bsky.feed.post/3lbx7yjnem22z,did:plc:r4u67kwbqfqwdmd4oix7xe25,Stein and a whole truck load of other voters are feeling like Trump and his appointees sold them very large bags of crap.,2024-11-27T18:53:57.864Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:qx7v4n2nb2rjyi6kjdwuwsmh/app.bsky.feed.post/3lbxv74rjl22q,did:plc:qx7v4n2nb2rjyi6kjdwuwsmh,"The Stein/stay at home voter was not only enjoying a moment of self-indulgence but was also damning every other victim of a DJT presidency. The one's I know are comfortable, middle class & probably figured they could gut out another round. Couldn't bother to imagine what was around the dark corner.",2024-11-28T01:13:27.829Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:qqhzh7tnycnvaf45lxans2ok/app.bsky.feed.post/3lbx7wgkhgk25,did:plc:qqhzh7tnycnvaf45lxans2ok,Don’t forget Palestine for Trump voters and those who sat out the election.,2024-11-27T18:52:47.515Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:qpyef3olp43dn5ievnmqe2jh/app.bsky.feed.post/3lbxtwovkss2q,did:plc:qpyef3olp43dn5ievnmqe2jh,Oops. Ppl finding out. 🤷🏽‍♀️,2024-11-28T00:50:51.104Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:qousg2fxhzfr2jsphf5rfahz/app.bsky.feed.post/3lbyic6tqr22u,did:plc:qousg2fxhzfr2jsphf5rfahz,"Israel has tried at least 5 times to give Palestinians a state, each time has been met with rejection and increased violence by the Palestinians.
October 7 set the two state solution back 100 years…at least.",2024-11-28T06:55:11.756Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:qmsuqxii3zr64ya5nfub77ls/app.bsky.feed.post/3lbxc4b6yuk2g,did:plc:qmsuqxii3zr64ya5nfub77ls,😡😥,2024-11-27T19:31:50.706Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:qlauggz22ush4mmvbalbtjzd/app.bsky.feed.post/3lbxjzqrbvc2w,did:plc:qlauggz22ush4mmvbalbtjzd,"Jill Stein voters? 
That's nothing!
Imagine how these losers are feeling:

www.reuters.com/world/us/mus...",2024-11-27T21:53:36.305Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:q7ejz2jcp6vw4xh5wa7unowb/app.bsky.feed.post/3lbxjcebwjs2l,did:plc:q7ejz2jcp6vw4xh5wa7unowb,"Bet you 'free Palestine' protestors turned voters against Kamala didn't see this coming! Yea sucks to be you now, doesn't it!",2024-11-27T21:40:31.468Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:pyr7fssa363mipjejfn7swvd/app.bsky.feed.post/3lbxf3m7bc22v,did:plc:pyr7fssa363mipjejfn7swvd,"Remember when
 @susancollins.bsky.social  disagreed with his impeachments? She said he learned his lesson. She's right. He learned how to do worse. He learned revenge & retribution. Actually he didn't learn those. He always knew how. He just planned longer and had more politicians obeying",2024-11-27T20:25:09.909Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:py43uxpmymvjxby3by7qapbc/app.bsky.feed.post/3lbxq4zulwc2m,did:plc:py43uxpmymvjxby3by7qapbc,Rich white fat fucks deciding the life and death fates of helpless people on the other side of the world. The hubris and lack of humanity is typical of these ‘good Christian’s’.,2024-11-27T23:42:48.966Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:pxrq72bpcz6ipwzu33hb44q3/app.bsky.feed.post/3lbxzddxmtc2k,did:plc:pxrq72bpcz6ipwzu33hb44q3,"Muslims, GenZ, millennials and Rashida",2024-11-28T02:27:24.554Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:pu3jatt3dztneh6rveif5sbe/app.bsky.feed.post/3lbxubrcpsk2i,did:plc:pu3jatt3dztneh6rveif5sbe,They don't give a shit.,2024-11-28T00:57:02.731Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:poxpdrv23t5wrlfqmybsoypq/app.bsky.feed.post/3lbxezk647227,did:plc:poxpdrv23t5wrlfqmybsoypq,It was Palestine before it was Israel.,2024-11-27T20:24:00.677Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:piwyxifjr3ndpmmp7jsbardl/app.bsky.feed.post/3lbxkgjwn722u,did:plc:piwyxifjr3ndpmmp7jsbardl,That is Mike Huckabees sentiment too. The new ambassador to Israel.,2024-11-27T22:00:45.349Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:pg2vs3e6lrh77gxtnism6ezv/app.bsky.feed.post/3lbzgi6qnwz2l,did:plc:pg2vs3e6lrh77gxtnism6ezv,Wish Jill Stein would just go away. She’s a fucking nuisance! Those who voted for her are morons!,2024-11-28T15:55:25.237Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:pf7rgo6wtkmloydkj72cbnbf/app.bsky.feed.post/3lbxlmnv3o227,did:plc:pf7rgo6wtkmloydkj72cbnbf,"On a jobsite the other day, a Trump supporters told me he was sorry that my candidate lost. My reply was speaking about his cabinet appointees, specifically Gaetz. He had never heard of Matt Gaetz. The Trump supporters have no idea. Stein voters have even less of a clue regarding political reality.",2024-11-27T22:22:04.561Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:pegvwhbsy5qubq2ptrvwgv3l/app.bsky.feed.post/3lbxbyi2uqc2s,did:plc:pegvwhbsy5qubq2ptrvwgv3l,"Kamala: slow genocide.
Trump: rapid genocide. 
still a genocide. It’s like comparing piss and shit. Two different holes, but equally nasty!",2024-11-27T19:29:43.693Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:p23gxwamq4zxs56dy43h7db4/app.bsky.feed.post/3lbxxrllwsc2h,did:plc:p23gxwamq4zxs56dy43h7db4,If only we warned them in advance.  Like every day.  Multiple times.,2024-11-28T01:59:34.838Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:ondltw6nog3bzeonsworie4j/app.bsky.feed.post/3lbxhzpaups22,did:plc:ondltw6nog3bzeonsworie4j,"Their heads are buried up their asses most of the time 
They have no clue of the issues, and where candidates stand or the implications of choices they make 
Fucking morons !",2024-11-27T21:17:47.236Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:oepre2qbvbsnsoh5sn3so2nu/app.bsky.feed.post/3lbxiuaypfp2u,did:plc:oepre2qbvbsnsoh5sn3so2nu,Oh well. Not my problem anymore we tried.,2024-11-27T21:32:38.258Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:o4rbj4lhv6fig5xamyihn6r2/app.bsky.feed.post/3lbxsn6yy4k2d,did:plc:o4rbj4lhv6fig5xamyihn6r2,It makes total sense for a Palestinian state. Netanyahu has been the main obstacle.,2024-11-28T00:27:38.706Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:o222xck7nrd7z53kaysaeckj/app.bsky.feed.post/3lbxdntao2k2z,did:plc:o222xck7nrd7z53kaysaeckj,Attn. Uncommitted movement.. you did well! 👏👏👏👏,2024-11-27T19:59:33.803Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:nyee6s6vw4itbwje2wahi4mj/app.bsky.feed.post/3lbxbacysl22o,did:plc:nyee6s6vw4itbwje2wahi4mj,"It's crazy how the people who are having their entire family wiped out in a foreign campaign sold to them by your home country is a problem?

It's like telling people whose lose family members to police who face no consequences need to believe firmly in the system of law and order.",2024-11-27T19:16:13.076Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:nx25q33tkv2vpchm4zibak66/app.bsky.feed.post/3lbxxc5a2hs2m,did:plc:nx25q33tkv2vpchm4zibak66,Hi nice to see you on bluesky! I was thinking the other day how I missed some of your posts on Twitter but I didn't want to go back to twitter. Deactivated the minute the election was over!,2024-11-28T01:50:56.451Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:nwrkq7g2nlfuwxstumegq3ig/app.bsky.feed.post/3lbxczulxh226,did:plc:nwrkq7g2nlfuwxstumegq3ig,Thank you for making that distinction. A lot of us on the Left understood the assignment and voted for Kamala.,2024-11-27T19:48:24.133Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:nwdscgd6ak7q3qqaayueo3xd/app.bsky.feed.post/3lbyytg6uns2w,did:plc:nwdscgd6ak7q3qqaayueo3xd,I agree with you Art Candee.,2024-11-28T11:51:09.755Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:nsvduhyg7p3bkahuepztmwpv/app.bsky.feed.post/3lbxkvvvqk32u,did:plc:nsvduhyg7p3bkahuepztmwpv,"And thus, Trump's mega-donors begin to reap their benefits.",2024-11-27T22:09:21.219Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:nhqsjdhuetez3akix55go6ha/app.bsky.feed.post/3lbxjpms4uk2w,did:plc:nhqsjdhuetez3akix55go6ha,🔥,2024-11-27T21:47:56.595Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:nehxrzm3uwcc4gr54xowz67b/app.bsky.feed.post/3lby5pnf3t22b,did:plc:nehxrzm3uwcc4gr54xowz67b,God help the innocent Palestinians. 🙏😢 The effing protesters have blood on their hands. Effing morons. 🤬,2024-11-28T03:45:52.053Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:n5zmrxw7px4lxtnzyo7yrmnb/app.bsky.feed.post/3lbxiecczsc2x,did:plc:n5zmrxw7px4lxtnzyo7yrmnb,We tried to tell them.,2024-11-27T21:23:42.774Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:mz4tnthtoudfv3vybrpnnlol/app.bsky.feed.post/3lbx7gxak6222,did:plc:mz4tnthtoudfv3vybrpnnlol,Right?!  I just can’t with those people.  She comes around every 4 years to work on Russia’s behalf,2024-11-27T18:44:08.141Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:muc3red23s54qh7yhtdymu54/app.bsky.feed.post/3lbxph7piv22o,did:plc:muc3red23s54qh7yhtdymu54,Oh yes. Jill stein will fix it. Where the fuck is Jill stein?,2024-11-27T23:30:36.893Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:muc3red23s54qh7yhtdymu54/app.bsky.feed.post/3lbxpe3xr5c2o,did:plc:muc3red23s54qh7yhtdymu54,They’re still saying it wasn’t their fault,2024-11-27T23:28:52.306Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:mkid3mwtefm3iqsai6wuep67/app.bsky.feed.post/3lbxpkmafp22l,did:plc:mkid3mwtefm3iqsai6wuep67,In no swing state was the vote margin closer than the number of votes cast for Jill Stein.,2024-11-27T23:32:30.693Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:mcn5is7qclv7arhwxquwn2y3/app.bsky.feed.post/3lbx7nlihxk2m,did:plc:mcn5is7qclv7arhwxquwn2y3,Oh twisting themselves into but we were right 🥨 probably.,2024-11-27T18:47:50.703Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:m7keqpmea4czs5s3l7l5xdai/app.bsky.feed.post/3lbxdldwxys23,did:plc:m7keqpmea4czs5s3l7l5xdai,Third party voters aren’t the problem.,2024-11-27T19:58:10.648Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:lz3upb4u7gvtombk6c2g6ppy/app.bsky.feed.post/3lcad63z5as2g,did:plc:lz3upb4u7gvtombk6c2g6ppy,The american war machine speaks,2024-12-01T09:44:43.768Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:lyx7azf7rfqms6oikl2amgpb/app.bsky.feed.post/3lby4e6key22i,did:plc:lyx7azf7rfqms6oikl2amgpb,They should protest under Trump. If they dare.,2024-11-28T03:21:33.657Z
at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3lbx7cfuiwk2z,at://did:plc:lucgsay4fkrtygked3y3hfni/app.bsky.feed.post/3lbxxcrnsfc2n,did:plc:lucgsay4fkrtygked3y3hfni,"A moot point as while Hamas and Hezbllah exist, there will be no agreement to form such a state.",2024-11-28T01:51:17.873Z
